,Name,Continent,Country,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
690,Kubínska hoľa,Europe, Slovakia,720,1396,14.0,2.0,10.0,2.0,,10.0,30.0, 2021-12-11,2022-04-03, mid December,, 08:30,15:30
691,Prato Selva,Europe, Italia,1375,1775,15.0,7.0,8.0,0.0,,2.0,,,,,, 09:00,16:15
692,Biały Jar   Karpacz,Europe, Poland,730,805,2.5,1.1,1.4,0.0,,1.0,,,, early December,, 09:00,16:00
693,Forsteralm   Waidhofen an der Ybbs,Europe, Austria,720,1078,16.0,10.0,4.0,2.0,,7.0,30.0, 2021-12-18,2022-03-13, depending on snow conditions,, 09:00,16:00
694,Hlíðarfjall   Akureyri,Europe, Ísland,476,950,14.9,6.0,7.0,1.9,,7.0,,,,,, 10:00,16:00Limited opening times during the week
695,Lagorai/Passo Brocon   Castello Tesino,Europe,error,1613,2060,11.0,4.8,5.9,0.3,,3.0,,,,,, 09:00,16:30
696,Eckbauer   Garmisch Partenkirchen,Europe, Deutschland,730,1230,3.6,0.0,3.0,0.6,,,,,, depending on snow conditions,, 09:00,16:30
697,Fageralm   Forstau,Europe, Austria,930,1885,15.0,7.0,8.0,0.0,2.4,7.0,51.5, 2021-12-24,2022-04-18, late December,, 08:15,16:00
698,Eischoll,Europe, Switzerland,1260,2200,15.0,10.0,4.5,0.5,,4.0,,,, mid December,, 09:00,16:00
699,Pescegallo   Valgerola,Europe,error,1450,2000,9.6,4.6,2.0,3.0,,2.0,,,,,, 08:00,17:00Limited opening times during the week
700,Schia   Monte Caio,Europe, Italia,1202,1485,13.4,1.9,9.1,2.4,,3.0,,,,,,,
701,Muntele Mic,Europe, Romania,1416,1795,10.2,3.6,6.6,0.0,9.8,5.0,,,,,,,
702,La Sambuy   Seythenex,Europe, France,1150,1851,10.0,3.0,3.0,4.0,,5.0,,,, mid December,, 09:00,16:30
703,Ještěd   Liberec,Europe, Czech_Republic,540,1000,9.2,2.5,5.9,0.8,,9.0,27.0, 2021-12-04,2022-04-03, mid December,, 08:30,16:00
704,Sant'Annapelago,Europe, Italia,1100,1700,8.0,4.0,2.0,2.0,,,,,,,,,
705,Panichishte,Europe, Bulgaria,1585,2272,9.0,5.0,3.5,0.5,,,,,,,, 09:00,16:30
706,Parâng,Europe, Macedonia,1300,1720,8.0,0.6,4.3,3.1,,,,,,,,,
707,Śnieżnica   Kasina Wielka,Europe, Poland,610,902,2.9,1.6,1.3,0.0,,2.0,,,,,, 09:00,16:00
708,Annaberg,Europe, Czech_Republic,896,1300,12.5,8.0,2.5,2.0,,5.0,38.0, 2021-12-08,2022-03-27, mid December,, 09:00,16:00
709,Gubaha,Europe, Russia,161,471,17.0,13.5,1.8,1.7,,7.0,,,,,,,
711,Grimmialp,Europe, Switzerland,1230,1890,10.0,4.0,4.0,2.0,1.0,3.0,36.0, 2021-12-18,2022-03-20, mid December,, 09:00,16:15
712,Domobianca,Europe, Italia,1088,1845,7.5,2.1,3.3,2.1,,6.0,,,,,, 08:30,16:30
713,Kungsberget,Europe, Sweeden,106,306,7.5,2.5,2.5,2.5,,8.0,,,,,,,
714,Bydalsfjällen   Bydalen,Europe, Sweeden,590,1010,25.0,10.0,12.0,3.0,,17.0,,,,,, 09:30,17:00
715,Dwie Doliny   Wierchomla Mała/Szczawnik (Piwniczna Zdrój/Muszyna),Europe,error,610,1001,11.0,7.0,4.0,0.0,,10.0,22.0, 2021-12-04,2022-03-27, early December,, 09:00,18:00
716,Vysokyy Verh   Zahar Berkut,Europe,error,671,1223,9.0,5.0,3.0,1.0,,5.0,,,,,, 09:00,16:30
717,Słotwiny Arena,Europe, Poland,697,861,2.2,0.6,1.6,0.0,,3.0,,,,,,,
718,Järvsö,Europe, Sweeden,170,370,9.3,5.0,3.0,1.3,,8.0,,,,,, 09:00,16:00
719,Kranzberg   Mittenwald,Europe, Deutschland,980,1350,15.0,6.0,7.0,2.0,2.0,8.0,30.5, 2021-12-18,2022-03-20, mid December,, 09:00,16:30
720,Febbio 2000   Monte Cusna,Europe, Italia,1200,2063,7.8,3.2,1.7,2.9,,2.0,,,,,, 08:30,16:30
721,Krippenstein   Obertraun,Europe, Austria,609,2109,12.0,3.0,9.0,0.0,30.0,7.0,44.5, 2021-12-24,2022-04-03, late December,, 08:30,16:00
722,Burglift   Stans,Europe, Austria,560,690,0.5,0.5,0.0,0.0,,2.0,21.0, 2021-12-25,2022-03-13, depending on snow conditions,, 09:30,16:00
723,Sternstein   Bad Leonfelden,Europe, Austria,814,1102,5.0,1.0,4.0,0.0,,2.0,36.0, 2021-12-18,2022-03-20, early December,, 08:30,16:15
724,SnowWorld Rucphen,Europe,error,30,52,0.5,0.5,0.0,0.0,,4.0,48.5, Year-round__,, Year-round__,, 10:00,23:00
725,Heutal   Unken,Europe, Austria,970,1531,11.0,6.0,5.0,0.0,2.5,4.0,29.0, 2021-12-18,2022-03-06, mid December,, 09:00,16:00
726,Hawrań   Jurgów,Europe, Poland,830,1046,4.6,1.3,2.3,1.0,,6.0,25.0, 2021-12-04,2022-04-03, early December,, 09:00,22:00
727,Mottarone,Europe, Italia,1269,1491,17.9,5.6,11.2,1.1,,8.0,,,,,, 08:30,17:00
728,Salamandra Resort   Banska Stiavnica,Europe,error,579,850,1.6,0.2,1.4,0.0,,2.0,28.0, 2021-12-11,2022-03-27, mid December,, 08:30,15:30
729,Gréolières les Neiges,Europe, France,1400,1800,18.6,8.8,7.9,1.9,,9.0,,,,,,,
730,Elatochori   Katerini,Europe, Macedonia,1410,1912,11.9,8.3,2.6,1.0,0.7,5.0,,,,,, 09:00,16:00
731,Hirnkopf   Flattnitz (Glödnitz),Europe, Austria,1400,1840,12.0,7.0,2.0,3.0,,4.0,32.0, 2021-12-18,2022-03-20, early December,, 09:00,16:00
732,Furkel   Trafoi (Stilfs),Europe,error,1570,2400,8.3,4.3,3.0,1.0,,3.0,46.0, 2021-12-18,2022-04-18, late December,, 09:00,16:00
733,Mörlialp   Giswil,Europe, Switzerland,1350,1850,14.0,5.0,6.0,3.0,,6.0,39.0, 2021-12-18,2022-03-20, early December,, 09:00,16:00
734,Kalinderu   Buşteni,Europe, Romania,1000,1295,2.9,0.2,2.7,0.0,,2.0,,,,,, 09:00,17:00Limited opening times during the week
735,Monte Pora,Europe, Italia,1387,1880,11.0,2.3,8.2,0.5,,7.0,,,,,,,
736,Etna South   Nicolosi,Europe, Italia,1910,2604,6.3,0.7,5.6,0.0,,5.0,,,,,, 09:00,15:30
737,Vorobyovy Gory   Moscow,Europe, Russia,133,193,0.6,0.5,0.1,0.0,,,,,,,,,
738,Trostyan Mountain,Europe, Ukraine,682,1232,12.0,3.0,7.0,2.0,,,,,,,,,
739,Grüntenlifte   Kranzegg (Rettenberg),Europe, Deutschland,900,1700,16.8,2.1,14.7,0.0,1.5,8.0,32.0,,, mid December,, 08:30,16:00
740,Heidbodme   Saas Almagell,Europe, Switzerland,1672,2400,12.0,4.0,8.0,0.0,,7.0,69.0, 2021-12-18,2022-04-18, mid December,, 09:00,16:00
741,Herlíkovice Bubákov,Europe,error,540,1019,12.4,6.4,4.0,2.0,,9.0,,,, mid December,, 08:30,16:00
742,Crévoux,Europe, France,1600,2536,21.5,12.3,7.5,1.7,,6.0,,,,,, 09:00,16:30
743,Weinebene   Frantschach Sankt Gertraud,Europe, Austria,1580,1886,22.0,8.0,12.0,2.0,,8.0,31.0, 2021-12-11,2022-03-27, late December,, 09:00,16:00
744,Vrchlabí   Kněžický vrch,Europe, Czech_Republic,557,710,8.2,5.2,3.0,0.0,,5.0,,,,,, 09:00,16:00
745,Gerlosstein,Europe, Austria,929,1836,10.0,1.0,8.0,1.0,,5.0,,,, mid December,, 08:30,16:30
746,Campo Catino,Europe, Italia,1620,1997,12.0,3.0,5.0,4.0,,5.0,,,,,,,
747,Lans en Vercors,Europe, France,1400,1807,23.0,13.0,8.0,2.0,,13.0,,,,,,,
748,Idre Himmelfjäll,Europe,error,549,872,15.0,10.0,5.0,0.0,,8.0,,,,,,,
749,Șureanu,Europe, Romania,1650,2010,12.3,1.7,9.2,1.4,,3.0,,,,,,,
750,Ørsta Skisenter,Europe, Norway,323,873,11.2,6.6,4.2,0.4,,4.0,,,,,, 10:00,16:00Limited opening times during the week
751,Cerreto Laghi,Europe, Italia,1350,1831,9.2,0.2,5.0,4.0,,2.0,,,,,,,
752,Tschappina/Urmein (Heinzenberg),Europe, Switzerland,1577,2180,25.0,4.0,21.0,0.0,,4.0,,,, early December,, 09:00,16:00
753,Hautacam,Europe, France,1500,1800,26.0,18.0,8.0,0.0,,7.0,,,,,,,
754,Engstligenalp   Adelboden,Europe, Switzerland,1964,2362,17.0,7.0,6.0,4.0,,6.0,48.0, 2021-11-27,2022-05-01, mid December,, 09:00,16:30
755,Cogne   Gran Paradiso,Europe, Italia,1534,2297,8.0,2.0,5.0,1.0,,4.0,,,,,,,
756,Krasiya,Europe,error,491,1036,8.5,2.0,6.0,0.5,,4.0,,,,,, 09:00,17:00
757,Monte Terminillo,Europe, Italia,1506,1868,9.4,2.0,6.0,1.4,,4.0,28.0, 2021-12-11,2022-04-03, mid December,, 09:00,16:30
758,St. Gréé,Europe, Italia,1052,1740,8.8,4.0,3.2,1.6,,2.0,,,,,, 09:00,16:45
759,Pratospilla,Europe, Italia,1360,1750,10.3,2.0,7.3,1.0,,,,,, mid December,, 09:00,16:30
760,Doganaccia 2000   Cutigliano,Europe, Italia,1446,1795,15.0,8.0,5.0,2.0,,6.0,,,, mid December,, 09:00,17:00
761,Schwanden   Sigriswil,Europe, Switzerland,1070,1460,20.0,11.0,6.0,3.0,,3.0,,,,,, 09:30,16:30
762,Aflenz Bürgeralm,Europe,error,810,1810,10.0,2.0,8.0,0.0,,7.0,32.0, 2021-12-18,2022-03-20, depending on snow conditions,, 09:00,16:00
763,Lurisia   Monte Pigna,Europe, Italia,814,1734,17.0,4.0,11.0,2.0,,4.0,,,,,, 08:30,16:30
764,Monte Catria,Europe, Italia,572,1478,7.0,1.4,5.5,0.1,,2.0,,,,,,,
765,Naggler Alm   Techendorf (Weissensee),Europe, Austria,930,1324,6.0,3.5,2.5,0.0,,5.0,37.5, 2021-12-18,2022-03-06, mid December,, 09:00,16:15
766,Černý Důl,Europe, Czech_Republic,620,865,7.2,4.3,2.9,0.0,,6.0,,,, early December,, 08:30,16:00
767,Vallefura Pescocostanzo,Europe, Italia,1460,1729,8.3,3.8,2.4,2.1,,4.0,,,,,,,
768,Vallter 2000,Europe, España,1959,2535,10.4,5.4,4.0,1.0,6.3,8.0,,,, early December,, 09:00,16:45
769,Adzhigardak,Europe, Russia,275,683,21.7,12.2,5.8,3.7,,8.0,,,,,, 09:00,17:00
770,Fjätervålen,Europe, Sweeden,675,985,20.1,13.2,4.4,2.5,,3.0,,,,,, 09:00,16:00
771,Kopřivná,Europe, Czech_Republic,705,1019,1.5,1.5,0.0,0.0,,2.0,,,,,, 08:30,16:00
772,Wolzenalp   Krummenau,Europe, Switzerland,740,1500,12.0,0.0,9.0,3.0,2.0,5.0,33.0, 2021-12-18,2022-03-20, depending on snow conditions,, 08:30,16:15
773,Szyndzielnia   Bielsko Biała,Europe, Poland,510,1100,2.5,0.5,2.0,0.0,,,,,,,, 09:00,17:30
774,Campo di Giove   Majella occidentale,Europe,error,1150,2403,7.5,4.9,1.2,1.4,,5.0,,,,,, 09:00,16:30
775,Sassotetto   Santa Maria Maddalena,Europe, Italia,1289,1592,11.5,2.5,8.0,1.0,,7.0,,,,,,,
776,Plai,Europe, Romania,792,1060,7.0,1.0,5.0,1.0,,3.0,,,,,, 09:00,17:00
777,Alpe Devero   Baceno,Europe, Italia,1640,2240,8.0,2.0,5.0,1.0,,3.0,,,,,,,
778,Drammen (Skimore),Europe,error,70,350,4.0,1.0,2.0,1.0,,3.0,,,,,, 10:00,16:00
779,Kope,Europe, Slovenia,1010,1542,8.0,2.8,3.6,1.6,,7.0,31.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
780,Alpe Teglio   Prato Valentino,Europe, Italia,1690,2340,9.0,3.0,6.0,0.0,,2.0,,,,,,,
781,Reither Kogel   Reith im Alpbachtal,Europe, Austria,670,1280,4.0,1.0,3.0,0.0,,5.0,,,, mid December,, 08:30,16:00
782,Rogla,Europe, Slovenia,1050,1517,12.0,2.0,8.5,1.5,,13.0,35.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
783,Świeradów Zdrój,Europe, Poland,620,1060,2.5,0.8,1.7,0.0,,2.0,28.0, 2021-12-11,2022-03-27, early December,, 09:00,16:00
784,Amnéville Les Thermes   Snowhall,Europe,error,200,280,0.7,0.7,0.0,0.0,,1.0,,,, Year-round__,, 10:00,22:00Limited opening times during the week
785,Tirolina (Haltjochlift)   Hinterthiersee,Europe,error,852,1077,4.0,2.0,1.2,0.8,,2.0,21.0, 2021-12-18,2022-03-20, mid December,, 09:00,16:00
786,Sahnehang,Europe, Deutschland,780,836,0.8,0.8,0.0,0.0,,2.0,,,, early December,, 09:00,16:30
787,Wurmberg   Braunlage,Europe, Deutschland,565,970,11.8,10.0,1.3,0.5,0.8,7.0,36.0, 2021-12-11,2022-03-27, mid December,, 08:45,16:30
788,Hempelsberg/Geiersberg   Oberwarmensteinach,Europe, Deutschland,650,770,2.0,1.3,0.7,0.0,,2.0,20.0, 2021-12-25,2022-03-13, early December,, 09:00,22:00
789,Trins,Europe, Austria,1189,1268,1.0,1.0,0.0,0.0,,1.0,,,, mid December,, 10:00,16:00
790,Snow Valley   Peer,Europe, Beligium,60,125,0.5,0.4,0.1,0.0,,0.0,,,, Year-round__,, 10:00,22:00
791,Monte Amiata,Europe, Italia,1370,1738,10.0,1.2,6.1,2.7,,8.0,,,,,,,
792,Målselv Fjellandsby,Europe, Norway,50,550,13.3,3.8,4.9,4.6,,3.0,,,,,,,
793,Seli,Europe, España,1500,1890,17.0,11.0,6.0,0.0,,11.0,,,,,, 09:00,16:00
794,Čertova hora   Harrachov,Europe, Czech_Republic,650,1020,8.0,3.7,3.0,1.3,,5.0,27.0, 2021-11-27,2022-04-03, early December,, 09:00,16:00
795,Martinské Hole,Europe, Slovakia,1150,1456,5.0,2.0,3.0,0.0,2.0,6.0,34.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
796,Scanno   Monte Rotondo,Europe, Italia,1225,1860,8.0,2.2,5.8,0.0,,4.0,,,,,,,
797,Säfsen,Europe, Sweeden,292,472,12.0,8.0,2.0,2.0,,6.0,,,,,, 09:00,16:00
798,Sunnmørsalpane Skiarena Fjellseter,Europe, Norway,370,865,16.0,7.0,5.0,4.0,,5.0,,,,,, 10:00,16:00Limited opening times during the week
799,3 5 Pigadia   Naousa,Europe, Macedonia,1420,2005,9.0,4.0,3.0,2.0,,,,,, mid December,, 09:00,16:00
800,Massif de la Serra   Lamoura,Europe, France,1178,1495,12.8,7.5,4.1,1.2,,6.0,,,,,,,
801,Kerenzerberg   Filzbach,Europe, Switzerland,746,1283,7.0,1.0,6.0,0.0,,2.0,32.0, 2021-12-18,2022-03-20, mid December,, 09:00,16:00
802,Bocksberg   Hahnenklee,Europe, Deutschland,560,726,4.3,1.9,1.8,0.6,,4.0,28.9, 2021-12-25,2022-03-13, depending on snow conditions,, 09:00,16:30
803,Katzenkopf   Leutasch,Europe, Austria,1140,1363,8.0,3.0,3.0,2.0,,3.0,32.0,,, mid December,, 09:00,16:00
804,Telnice,Europe, Czech_Republic,600,800,5.0,2.5,2.0,0.5,,8.0,,,,,, 09:00,16:00
805,Götschen   Bischofswiesen,Europe, Deutschland,880,1307,8.7,2.9,1.8,4.0,,3.0,26.0, 2021-12-04,2022-04-03, mid December,, 09:00,16:00
806,Javornik,Europe, Czech_Republic,800,1220,7.0,3.0,2.5,1.5,,5.0,,,, mid December,, 09:00,16:00
807,Himos,Europe, Finland,84,235,12.1,2.0,5.4,4.7,,14.0,,,,,, 10:00,18:00
808,Pontechianale,Europe, Italia,1623,2654,7.5,1.5,6.0,0.0,,5.0,,,,,, 09:00,16:30
809,La Féclaz,Europe, France,1326,1525,10.5,6.0,3.0,1.5,,6.0,,,,,, 09:00,17:00
810,Eremo di Monte Carpegna,Europe,error,1236,1397,10.1,3.4,6.7,0.0,,2.0,,,,,,,
811,Jochgrimm (Passo Oclini),Europe, Italia,1850,2250,7.0,4.0,2.0,1.0,,4.0,19.0, 2021-12-03,2022-04-18, early December,, 08:30,16:30
812,Ala di Stura,Europe, Italia,1075,1950,7.0,3.0,3.0,1.0,,4.0,,,,,,,
813,Borgafjäll,Europe, Sweeden,510,799,17.5,10.0,5.0,2.5,,3.0,,,,,, 09:30,16:00
814,Tusten   Molde,Europe, Norway,130,648,15.0,10.0,3.0,2.0,,4.0,,,,,, 10:00,16:00Limited opening times during the week
815,Chastreix   Puy de Sancy,Europe, France,1350,1730,16.0,10.0,4.0,2.0,,7.0,22.3, 2021-12-11,2022-03-27, early December,, 09:00,17:00
816,Tyin Filefjell,Europe, Norway,830,1280,17.0,8.0,7.0,2.0,,5.0,,,,,, 10:00,16:30
817,Skalka,Europe, Czech_Republic,935,1252,9.6,5.0,3.1,1.5,,6.0,,,,,, 09:00,16:00
818,Zum Zeri   Passo dei due Santi,Europe, Italia,1370,1588,8.0,1.5,5.3,1.2,,2.0,,,,,, 09:00,16:30
819,Hallingskarvet,Europe, Norway,735,1244,14.0,3.0,7.0,4.0,,3.0,,,,,, 09:30,16:00
820,Dragobrat,Europe, Ukraine,1400,1703,10.0,4.0,5.0,1.0,,13.0,,,,,,,
821,Hovfjället   Torsby,Europe, Sweeden,403,542,11.0,6.0,4.0,1.0,,6.0,,,,,,,
822,Brunni   Engelberg,Europe, Switzerland,1050,2040,8.5,2.0,4.6,1.9,3.5,5.0,,,,,,,
823,Harpefossen,Europe, Norway,245,815,15.7,7.6,6.5,1.6,,6.0,,,,,, 10:30,16:30Limited opening times during the week
824,Brunnalm/Hohe Veitsch   Veitsch (St. Barbara im Mürztal),Europe,error,1100,1500,9.0,3.0,4.0,2.0,,4.0,,,, early December,, 09:00,16:00
825,Orava Snow   Oravská Lesná,Europe,error,790,940,7.6,3.5,3.6,0.5,,5.0,,,,,, 09:00,16:00
826,Chamois,Europe, Italia,1812,2498,8.0,1.0,7.0,0.0,,5.0,,,,,,,
827,Kittelfjäll,Europe, Sweeden,545,950,18.0,4.0,3.0,11.0,,4.0,,,,,,,
828,Kåbdalis,Europe, Sweeden,360,570,9.0,4.0,3.0,2.0,4.0,4.0,34.0, 2021-10-16,2022-05-01, early November,, 09:00,16:00
829,Feldis,Europe, Switzerland,1485,1950,10.0,0.3,7.5,2.2,,4.0,,,, mid December,, 09:30,16:00
830,Kazan,Europe, Russia,57,182,6.0,4.0,2.0,0.0,,,,,,,, 11:00,21:00
831,Monte Baldo   Malcesine/Prà Alpesina,Europe,error,1446,1837,10.0,2.0,6.0,2.0,,,,,,,, 09:00,16:30
832,Piatra Neamt,Europe, Romania,380,657,1.2,0.2,1.0,0.0,,,,,,,,,
833,Harenda,Europe, Poland,787,997,4.0,2.1,1.0,0.9,,4.0,25.0, 2021-12-04,2022-04-03, early December,, 09:00,21:00
834,Les Planards,Europe, France,1062,1242,2.5,1.5,1.0,0.0,,3.0,,,, mid December,, 09:00,16:30
835,Síaréna Eplény,Europe, Hungary,333,509,7.7,5.4,1.0,1.3,,8.0,,,, early December,, 09:30,20:30
836,Unterberg   Pernitz,Europe, Austria,710,1342,16.0,11.0,5.0,0.0,,4.0,33.0, 2021-12-11,2022-03-20, depending on snow conditions,, 09:00,15:45
837,Niederalpl   Mürzsteg (Neuberg an der Mürz),Europe, Austria,1220,1460,12.0,4.0,8.0,0.0,1.0,5.0,36.0, 2021-12-11,2022-03-27, early December,, 09:00,16:00
838,Ebenalp Horn   Wasserauen/Schwende,Europe,error,848,1720,10.0,1.0,7.5,1.5,2.0,6.0,32.0, 2021-12-04,2022-04-03, depending on snow conditions,, 09:00,16:15
839,Rüschegg Eywald   Lischboden,Europe,error,1050,1550,13.0,8.0,4.0,1.0,,2.0,,,,,, 09:30,16:00
840,Vuokatti,Europe, Finland,152,312,10.8,5.0,4.8,1.0,,7.0,,,,,, 09:30,19:00
841,Hassela,Europe, Sweeden,160,450,16.0,10.2,4.9,0.9,,7.0,,,,,, 09:00,16:00
842,Vallåsen,Europe, Sweeden,43,195,5.0,4.0,1.0,0.0,,7.0,,,, early December,, 09:00,16:00
843,Le Revard,Europe, France,1294,1562,8.1,5.0,2.0,1.1,,5.0,,,,,, 09:00,17:00
844,Les Rasses   Sainte Croix,Europe, Switzerland,1150,1580,20.0,10.0,10.0,0.0,,9.0,30.0, 2021-12-11,2022-03-20, mid December,, 09:00,16:30
845,Zinkenlifte   Dürrnberg (Hallein),Europe, Austria,837,1330,8.0,2.0,5.5,0.5,,4.0,28.2, 2021-12-18,2022-03-20, depending on snow conditions,, 09:00,16:00
846,Piatra Grăitoare,Europe, Romania,1189,1445,2.0,0.0,1.4,0.6,,,,,,,,,
847,Schatzalp   Strela,Europe, Switzerland,1540,2400,9.7,5.0,4.7,0.0,,4.0,,,, mid December,, 09:00,16:30
848,Dobrinishte,Europe, Bulgaria,1412,2236,5.0,2.0,2.5,0.5,,4.0,,,, mid December,, 08:30,16:00
849,Sauda Skisenter,Europe, Norway,357,822,13.0,7.0,4.0,2.0,,5.0,,,,,, 10:00,16:00
850,Storlien,Europe, Sweeden,600,791,15.0,4.0,8.0,3.0,,9.0,,,,,, 09:30,16:30
851,Skipark Racibor   Oravský Podzámok,Europe,error,522,759,7.0,3.2,3.8,0.0,,2.0,,,,,, 09:00,16:00
852,Haukelifjell Skisenter,Europe, Norway,855,1216,14.2,2.4,9.2,2.6,,6.0,,,,,, 10:00,16:00
853,Grasgehren   Bolgengrat,Europe,error,1438,1687,11.6,3.1,8.5,0.0,,5.0,30.0, 2021-12-04,2022-04-18, early December,, 08:30,16:00
854,Sunne,Europe, Sweeden,125,390,7.0,3.0,3.3,0.7,,7.0,,,,,, 09:30,16:00
855,Soriška Planina,Europe, Slovenia,1290,1549,7.0,2.0,4.0,1.0,,5.0,,,, mid December,, 09:00,16:00
856,Špičák,Europe, Czech_Republic,854,1202,8.0,3.5,3.6,0.9,,11.0,27.0, 2021-12-11,2022-03-20, depending on snow conditions,, 08:30,16:00
857,Postalm am Wolfgangsee,Europe,error,1150,1450,8.0,5.0,2.0,1.0,,4.0,39.0, 2021-12-17,2022-03-20, mid December,, 09:00,16:00
858,Suomu,Europe, Finland,162,410,13.0,5.0,6.0,2.0,,5.0,,,, late November,, 09:30,17:00
859,Ukkohalla,Europe, Finland,213,348,13.1,5.3,5.9,1.9,,5.0,,,,,, 10:00,19:00
860,Camurac,Europe, France,1510,1780,14.2,8.3,1.6,4.3,,5.0,,,,,, 09:00,17:00
861,Tännäskröket,Europe,error,562,889,10.4,5.0,5.0,0.4,,5.0,,,,,,,
862,Tramelan,Europe, Switzerland,920,1228,14.0,6.0,6.0,2.0,,3.0,,,,,,,
863,Wallberg   Rottach Egern,Europe, Deutschland,790,1620,3.2,0.0,0.0,3.2,,,,,, mid December,, 08:45,16:30
864,Monte Livata   Subiaco Monna dell'Orso,Europe,error,1429,1800,8.0,4.0,3.0,1.0,,,,,,,, 09:00,16:30
865,Hochhäderich   Hittisau,Europe, Austria,1250,1600,10.5,3.5,5.0,2.0,,5.0,34.5, 2021-12-08,2022-04-03, early December,, 09:00,16:00
866,Červenohorské sedlo,Europe, Czech_Republic,862,1164,3.9,1.3,1.8,0.8,,8.0,,,, mid December,, 08:30,16:00
867,Voras   Kaimaktsalan,Europe,error,2022,2480,10.1,5.4,4.7,0.0,,5.0,,,, early December,, 09:00,16:00
868,Isaberg   Hestra,Europe, Sweeden,159,309,6.0,2.0,3.2,0.8,,8.0,,,,,, 09:00,17:00
869,Valgrisenche,Europe, Italia,1664,2050,5.0,1.5,1.5,2.0,,2.0,,,, mid December,, 09:00,16:30
870,Gambarie d'Aspromonte,Europe,error,1350,1825,6.5,2.7,2.5,1.3,,5.0,,,, mid December,, 09:00,16:30
871,Ventron,Europe, France,830,1110,10.0,5.0,4.0,1.0,,9.0,23.0, 2021-12-11,2022-04-03, mid December,, 09:00,17:00
872,Skipark Erika   Kojsovska Hola,Europe,error,638,1230,5.0,3.0,1.0,1.0,,,,,, mid December,, 09:00,15:30
873,Markbuchen/Predigtstuhl (St. Englmar),Europe, Deutschland,850,1024,4.0,4.0,0.0,0.0,,5.0,,,, mid December,, 09:00,16:30
874,Stinesser Lifte   Fischen i. Allgäu,Europe,error,761,891,1.0,0.6,0.4,0.0,,2.0,19.5, 2021-12-18,2022-03-20, mid December,, 08:30,16:00
875,Raudalen Alpinsenteret,Europe, Norway,700,1060,6.0,0.0,4.0,2.0,,1.0,,,, late November,, 09:30,16:30
876,Archenstadel   Rinn,Europe,error,918,1004,1.0,1.0,0.0,0.0,,1.0,,,, mid December,, 09:00,16:00
877,Schneeberg Hagerlifte   Mitterland (Thiersee),Europe,error,800,1000,3.0,0.8,2.1,0.1,,3.0,21.0, 2021-12-18,2022-03-20, late December,, 09:00,16:00
878,Niederhorn   Beatenberg,Europe, Switzerland,1120,1950,6.0,2.0,3.0,1.0,,3.0,,,, mid December,, 09:00,16:00
879,Golte,Europe, Slovenia,1150,1570,8.5,2.9,4.9,0.7,1.5,6.0,31.0, 2021-12-11,2022-04-03, early December,, 09:00,16:00
880,Leitariegos,Europe, España,1513,1800,7.0,4.0,3.0,0.0,,6.0,,,,,,,
881,Terre Ronde/La Praille   Plateau d’Hauteville,Europe,error,950,1240,15.0,3.0,11.0,1.0,,4.0,,,,,, 09:00,17:00
882,Font d'Urle   Chaud Clapier,Europe, France,1250,1700,13.7,12.0,1.0,0.7,,11.0,,,,,, 09:00,16:30
883,Königsberg   Hollenstein an der Ybbs,Europe, Austria,715,1078,14.0,7.0,5.0,2.0,,6.0,27.0, 2021-12-08,2022-03-20, mid December,, 09:00,16:00
884,Vassfjellet   Klæbu/Trondheim,Europe, Norway,200,515,15.0,6.8,6.8,1.4,,6.0,,,,,, 10:00,16:30Limited opening times during the week
885,Palenica   Szczawnica,Europe, Poland,456,720,3.7,2.2,1.5,0.0,,4.0,21.0, 2021-12-11,2022-04-03, mid December,, 09:00,16:00
886,Gesundaberget,Europe, Sweeden,288,503,8.0,4.0,3.0,1.0,,5.0,,,,,,,
887,Usséglio   Pian Benot,Europe, Italia,1618,2040,5.4,0.6,2.7,2.1,,3.0,,,,,, 09:00,17:00
888,Pustevny   Trojanovice,Europe, Czech_Republic,620,1098,8.4,6.2,1.8,0.4,,9.0,,,,,, 09:00,16:00
889,Fideriser Heuberge   Arflina,Europe, Switzerland,1950,2333,13.0,5.0,7.0,1.0,,4.0,,,,,,,
890,Campo Staffi,Europe, Italia,1751,1936,6.5,2.5,2.7,1.3,,3.0,,,,,,,
891,Sorochany   Kurovo,Europe,error,140,190,6.4,3.0,1.8,1.6,,,,,,,,,
892,Hochgrat (Oberstaufen),Europe, Deutschland,856,1708,,,,,,1.0,,,, depending on snow conditions,, 09:00,16:30
893,Balea Lac,Europe, Romania,1700,2208,14.0,0.0,0.0,14.0,,,,,,,,,
894,Monte Piselli   San Giacomo,Europe,error,1426,1643,5.8,0.5,4.3,1.0,,,,,,,,,
895,Zwölferhorn   St. Gilgen,Europe, Austria,560,1522,,,,,,,,,, early December,, 09:00,16:00
896,Schauinsland   Hofsgrund,Europe, Deutschland,950,1200,2.5,1.0,1.0,0.5,,6.0,,,,,,,
